name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff
David Montgomery,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Levi Onwuzurike,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0
Zaire Franklin,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,1.0,13,8,5,1,1,0,0,0,0
DeForest Buckner,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,1.0,7,2,5,1,2,0,0,0,0
Laiatu Latu,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,1.0,4,2,2,1,2,0,0,0,1
Nick Cross,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,14,6,8,2,0,0,0,0,0
E.J. Speed,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,11,6,5,0,0,0,0,0,0
Samuel Womack,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,1,0.0,7,2,5,0,0,0,0,0,0
Grover Stewart,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,5,1,4,0,0,0,0,0,0
Julian Blackmon,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0
Dayo Odeyingbo,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,4,2,2,2,2,0,0,0,0
Jaylon Jones,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Kenny Moore,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Kwity Paye,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Grant Stuard,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0
Taven Bryan,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,2,0,2,0,1,0,0,0,0
Ashton Dulin,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Tyler Goodson,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Cameron McGrone,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Luke Rhodes,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Tyquan Lewis,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0
Anthony Richardson,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0
Will Levis,TEN,18,24,278,2,1,8,41,70,123.3,8,10,0,6,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Tyler Boyd,TEN,0,1,0,0,0,0,0,0,39.6,0,0,0,0,6,6,55,0,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Tony Pollard,TEN,0,0,0,0,0,0,0,0,,24,119,1,27,5,3,10,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Julius Chestnut,TEN,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Calvin Ridley,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,93,0,63,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,70,1,70,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,48,1,38,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Nick Vannett,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
C.J. Stroud,HOU,20,33,247,2,2,4,27,56,78.7,3,18,0,7,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Joe Mixon,HOU,0,0,0,0,0,0,0,0,,14,22,0,8,6,5,23,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Nico Collins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,92,1,56,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Tank Dell,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,72,0,39,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Cade Stover,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,1,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Dalton Schultz,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Robert Woods,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
John Metchie,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Xavier Hutchinson,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,,,,,,,,,,,,,,,
Kenneth Murray,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,1,6,0,6,2,0.0,7,6,1,2,1,0,0,0,0
Jarvis Brownlee,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,1,2,0,2,3,0.0,4,3,1,1,0,0,0,0,0
Harold Landry,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,1.0,3,3,0,1,1,0,0,0,0
Jeffery Simmons,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,1,1.0,2,2,0,1,1,0,0,0,0
T'Vondre Sweat,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0
Ali Gaye,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0
Roger McCreary,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,6,5,1,2,0,0,0,0,0
Mike Brown,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
Daryl Worley,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,1,0.0,4,1,3,0,0,0,0,0,0
Darrell Baker,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Jerome Baker,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Sebastian Joseph-Day,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Arden Key,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0
Otis Reese,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Tre Avery,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Morgan Cox,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Luke Gifford,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Cedric Gray,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Justin Hardee,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Bryce Oliver,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Josh Whyle,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
James Williams,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Julius Wood,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Will Levis,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,0,1,-3,0,0
Jimmie Ward,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,1,65,1,65,1,0.0,6,6,0,3,0,0,0,0,0
Danielle Hunter,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,3.0,7,6,1,5,3,0,0,0,0
Will Anderson,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,2.0,2,2,0,2,2,0,0,0,0
Azeez Al-Shaair,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,1.0,8,5,3,1,1,0,0,0,0
Derek Barnett,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,1.0,4,3,1,1,2,0,0,0,0
Tommy Togiai,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,1.0,3,2,1,1,1,0,0,0,0
Eric Murray,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0
Henry To'oTo'o,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,1,0.0,5,3,2,0,0,0,0,0,0
Calen Bullock,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Kamari Lassiter,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Tim Settle,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Derek Stingley Jr.,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Mario Edwards,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,2,0,2,0,0,1,0,0,0
Cade Stover,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Devin White,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Denico Autry,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Jake Hansen,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Neville Hewitt,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Dylan Horton,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Dare Ogunbowale,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Jalen Pitre,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Kris Boyd,HOU,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240htx.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Drake Maye,NWE,22,37,222,1,1,4,39,38,74.4,5,26,0,9,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Kendrick Bourne,NWE,0,1,0,0,0,0,0,0,39.6,0,0,0,0,5,3,30,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Antonio Gibson,NWE,0,0,0,0,0,0,0,0,,6,31,0,14,2,1,14,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Jamycal Hasty,NWE,0,0,0,0,0,0,0,0,,1,15,0,15,2,2,0,0,1,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,8,13,0,9,2,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Demario Douglas,NWE,0,0,0,0,0,0,0,0,,1,1,0,1,7,5,62,0,27,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Austin Hooper,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,59,1,38,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,44,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Ja'Lynn Polk,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Kayshon Boutte,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Javon Baker,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Tua Tagovailoa,MIA,29,40,317,4,0,2,9,29,128.9,3,-2,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,10,32,0,9,4,3,24,2,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Jaylen Wright,MIA,0,0,0,0,0,0,0,0,,7,28,0,12,1,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,2,5,0,5,1,1,-3,0,-3,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Malik Washington,MIA,0,0,0,0,0,0,0,0,,1,2,0,2,2,1,1,0,1,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,144,1,29,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Jonnu Smith,MIA,0,0,0,0,0,0,0,0,,1,0,0,0,11,9,87,1,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,48,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Julian Hill,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Odell Beckham Jr.,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,,,,,,,,,,,,,,,
Christian Barmore,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0
Brenden Schooler,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0
Marcus Jones,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,3,0.0,8,8,0,0,0,0,0,0,0
Jahlani Tavai,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,1,0.0,8,3,5,1,0,0,0,0,0
Kyle Dugger,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,1,0.0,6,4,2,1,0,0,0,0,0
Anfernee Jennings,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0
Jonathan Jones,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0
Jaylinn Hawkins,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0
Christian Elliss,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0
Keion White,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Christian Gonzalez,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,1,0.0,3,2,1,0,0,1,63,1,0
Marte Mapu,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,2,0.0,3,1,2,0,0,0,0,0,1
Dell Pettus,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Davon Godchaux,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Yannick Ngakoue,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Marcellas Dial,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Daniel Ekuale,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Eric Johnson,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Jeremiah Pharms,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Sione Takitaki,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Tyrel Dodson,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,1,0,0,0,1,0.0,5,2,3,0,0,0,0,0,0
Chop Robinson,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,2,1.5,4,2,2,1,3,0,0,0,0
Jalen Ramsey,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,1,1.0,4,3,1,1,2,0,0,0,0
Zach Sieler,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,1.0,4,3,1,2,1,0,0,0,1
Emmanuel Ogbah,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240mia.htm,2024-11-24,0,0,0,0,0,0.5,2,0,2,0,1,0,0,0,0
