name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff
Jordyn Brooks,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,1,0.0,6,4,2,0,0,0,0,0,0
Kendall Fuller,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0
Jevon Holland,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0
Jordan Poyer,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Jalen Ramsey,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Quinton Bell,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Kader Kohou,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Marcus Maye,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Chop Robinson,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0
Zach Sieler,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0
Elijah Campbell,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Calais Campbell,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0
Da'Shawn Hand,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Emmanuel Ogbah,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409120mia.htm,2024-09-12,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Justin Herbert,LAC,14,20,130,2,1,1,0,29,100.0,6,18,0,13,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
J.K. Dobbins,LAC,0,0,0,0,0,0,0,0,,17,131,1,43,1,1,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Gus Edwards,LAC,0,0,0,0,0,0,0,0,,18,59,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Hassan Haskins,LAC,0,0,0,0,0,0,0,0,,3,11,0,5,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,51,2,29,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Will Dissly,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,29,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Ladd McConkey,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,26,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,19,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Hayden Hurst,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Eric Tomlinson,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Bryce Young,CAR,18,26,84,0,1,2,15,12,57.2,1,6,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,10,64,0,23,5,4,12,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,7,20,0,6,3,3,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,23,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Adam Thielen,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,20,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Diontae Johnson,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,15,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,1,0,1,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
David Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,,,,,,,,,,,,,,,
Elijah Molden,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,1,3,0,3,1,0.0,7,4,3,0,0,0,0,0,0
Denzel Perryman,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,1.0,8,5,3,1,1,0,0,0,0
Joey Bosa,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0
Daiyan Henley,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,9,6,3,1,0,0,0,0,0
Derwin James,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0
Ja'Sir Taylor,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
Deane Leonard,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0
Bud Dupree,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Poona Ford,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Khalil Mack,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Otito Ogbonnia,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Teair Tart,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Junior Colson,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
AJ Finley,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Kristian Fulton,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,0
Cam Hart,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Shaquille Quarterman,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Asante Samuel Jr.,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0
Tuli Tuipulotu,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Scott Matlock,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0
Jaycee Horn,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,1,0,0,0,2,0.0,6,4,2,0,0,0,0,0,0
DJ Johnson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.5,4,1,3,0,1,0,0,0,0
Jayden Peevy,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.5,1,0,1,0,1,0,0,0,1
Shaq Thompson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,14,8,6,0,0,0,0,0,0
Josey Jewell,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,11,8,3,0,0,1,0,0,0
Jadeveon Clowney,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0
Jordan Fuller,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0
A'Shawn Robinson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,6,6,0,0,0,0,0,0,0
Xavier Woods,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0
Troy Hill,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,4,2,2,1,0,0,0,0,0
Nick Thurman,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0
Michael Jackson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Shy Tuttle,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0
LaBryan Ray,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Feleipe Franks,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
David Moore,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150car.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Derek Carr,NOR,11,16,243,2,1,1,1,70,125.0,1,1,1,1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,20,115,3,15,3,2,65,1,57,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Jamaal Williams,NOR,0,0,0,0,0,0,0,0,,8,39,0,11,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Taysom Hill,NOR,0,0,0,0,0,0,0,0,,3,18,0,9,1,1,1,0,1,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,3,13,0,7,4,4,96,1,70,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Chris Olave,NOR,0,0,0,0,0,0,0,0,,1,7,0,7,6,4,81,0,39,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Adam Prentice,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Jake Haener,NOR,0,0,0,0,0,0,0,0,,3,-3,0,-1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Dak Prescott,DAL,27,39,293,1,2,3,14,65,78.3,2,12,0,8,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Cooper Rush,DAL,1,3,6,0,0,0,0,6,42.4,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Rico Dowdle,DAL,0,0,0,0,0,0,0,0,,7,30,0,7,5,4,29,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,6,16,0,7,3,2,16,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Deuce Vaughn,DAL,0,0,0,0,0,0,0,0,,4,11,0,4,1,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
KaVontae Turpin,DAL,0,0,0,0,0,0,0,0,,1,2,0,2,4,2,4,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,90,1,65,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Jalen Tolbert,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,82,0,39,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Luke Schoonmaker,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,43,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Jalen Brooks,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,10,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Brevyn Spann-Ford,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Brandin Cooks,DAL,0,0,0,0,0,0,0,0,,1,-3,0,-3,2,2,19,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,,,,,,,,,,,,,,,
Paulson Adebo,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,1,47,0,47,2,0.0,5,4,1,0,0,0,0,0,0
Tyrann Mathieu,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,1,0,0,0,2,0.0,3,3,0,0,0,0,0,0,0
Carl Granderson,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,1.5,5,1,4,1,2,0,0,0,0
Bryan Bresee,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,1.0,2,2,0,1,0,0,0,0,1
Chase Young,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.5,4,2,2,0,1,0,0,0,0
Alontae Taylor,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,9,7,2,1,0,0,0,0,0
Demario Davis,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,1,0.0,8,3,5,0,0,0,0,0,0
Pete Werner,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,8,5,3,0,0,0,0,0,0
Kool-Aid McKinstry,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,1,0.0,5,4,1,1,0,0,0,0,0
Will Harris,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0
Ugo Amadi,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0
Nathan Shepherd,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Isaiah Foskey,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Willie Gay Jr.,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Jordan Howden,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
J.T. Gray,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Cameron Jordan,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0
Anfernee Orji,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Isaiah Stalbird,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Cedrick Wilson Jr.,NOR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Donovan Wilson,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,1,0,0,0,1,0.0,6,2,4,0,0,0,0,0,0
Chauncey Golston,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,1.0,4,2,2,1,0,0,0,0,0
Eric Kendricks,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,8,3,5,0,0,0,0,0,0
Damone Clark,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0
Trevon Diggs,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0
Caelen Carson,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0
DeMarvion Overshown,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0
Marist Liufau,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Micah Parsons,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Malik Hooker,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Linval Joseph,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
DeMarcus Lawrence,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Jourdan Lewis,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0
Osa Odighizuwa,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,1,0.0,2,1,1,1,1,0,0,0,0
Tyrus Wheat,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Jalen Tolbert,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150dal.htm,2024-09-15,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Baker Mayfield,TAM,12,19,185,1,1,5,39,41,90.9,5,34,1,12,0,0,0,0,0,2,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Bucky Irving,TAM,0,0,0,0,0,0,0,0,,7,22,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Rachaad White,TAM,0,0,0,0,0,0,0,0,,10,18,0,5,1,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,117,1,41,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,42,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Jalen McMillan,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,21,0,21,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Cade Otton,TAM,0,0,0,0,0,0,0,0,,1,-4,0,-4,2,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
