name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff,position
Jonathon Cooper,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
D.J. Jones,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Essang Bassey,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Frank Clark,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,
Elijah Garcia,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,
Patrick Surtain II,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,3,0.0,2,2,0,0,0,0,0,0,0,
Nik Bonitto,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Randy Gregory,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Matt Henningsen,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Mike Purcell,DEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100den.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,
Jalen Hurts,PHI,22,33,170,1,0,3,16,23,89.2,9,37,0,14,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,14,54,0,16,4,4,20,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Boston Scott,PHI,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,7,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
D'Andre Swift,PHI,0,0,0,0,0,0,0,0,,1,3,0,3,2,1,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
A.J. Brown,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,79,0,23,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,47,1,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Mac Jones,NWE,35,54,316,3,1,2,10,32,91.3,2,15,0,8,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Ezekiel Elliott,NWE,0,0,0,0,0,0,0,0,,7,29,0,11,7,5,14,0,6,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,12,25,0,5,6,6,64,0,32,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Ty Montgomery,NWE,0,0,0,0,0,0,0,0,,1,7,0,7,3,2,9,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,11,6,64,2,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,56,1,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Demario Douglas,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,40,0,23,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Mike Gesicki,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,36,0,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
JuJu Smith-Schuster,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,33,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Kayshon Boutte,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,,,,,,,,,,,,,,,,
Darius Slay,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,1,70,1,70,3,0.0,3,1,2,0,0,0,0,0,0,
Jalen Carter,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,
Jordan Davis,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.5,6,3,3,1,1,0,0,0,1,
Josh Sweat,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,1,0.5,2,0,2,0,1,0,0,0,0,
Reed Blankenship,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,2,0.0,12,8,4,0,0,0,0,0,0,
Nakobe Dean,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,
Justin Evans,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,
Avonte Maddox,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,2,0.0,6,4,2,1,0,0,0,0,0,
James Bradberry,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,1,0.0,5,2,3,0,0,0,0,0,0,
Zach Cunningham,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,0,0,1,0,0,0,
Christian Elliss,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,
Milton Williams,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,4,2,2,0,1,0,0,0,0,
Fletcher Cox,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,1,0,0,0,0,
Terrell Edmunds,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Marlon Tuipulotu,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Derek Barnett,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,
Sydney Brown,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Brandon Graham,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,1,1,0,0,0,0,
Josh Jobe,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,1,
Haason Reddick,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,
Kelee Ringo,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Nolan Smith,PHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Christian Gonzalez,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,1,1.0,7,5,2,1,1,0,0,0,0,
Matt Judon,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,1.0,3,3,0,1,2,0,0,0,0,
Josh Uche,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,0,
Ja'Whaun Bentley,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,9,3,6,1,0,0,0,0,0,
Myles Bryant,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,
Jabrill Peppers,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,1,0.0,6,3,3,0,0,0,0,0,1,
Kyle Dugger,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,
Adrian Phillips,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,
Jahlani Tavai,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,
Deatrich Wise Jr.,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,
Lawrence Guy,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Marte Mapu,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Christian Barmore,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Daniel Ekuale,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Mack Wilson,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Davon Godchaux,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Marcus Jones,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,1,0,0,0,
Jonathan Jones,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,
Jalen Mills,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Brenden Schooler,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Keion White,NWE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,2023-09-10,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,
Tua Tagovailoa,MIA,28,45,466,3,1,0,0,47,110.0,5,5,0,7,0,0,0,0,0,2,1,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,10,37,1,12,2,2,13,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Erik Ezukanma,MIA,0,0,0,0,0,0,0,0,,2,17,0,12,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Salvon Ahmed,MIA,0,0,0,0,0,0,0,0,,3,11,0,8,3,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,15,11,215,2,47,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,78,0,35,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,44,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Braxton Berrios,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,42,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
River Cracraft,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,40,1,24,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Alec Ingold,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,34,0,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Justin Herbert,LAC,23,33,229,1,0,3,29,36,99.2,5,17,1,5,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,16,117,1,55,5,4,47,0,35,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,16,91,1,14,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Keenan Allen,LAC,0,0,0,0,0,0,0,0,,2,6,0,4,9,6,76,0,36,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Gerald Everett,LAC,0,0,0,0,0,0,0,0,,1,2,0,2,3,2,21,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Mike Williams,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,45,0,24,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Donald Parham,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,22,1,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,9,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Derius Davis,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,,,,,,,,,,,,,,,,
Kader Kohou,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,1.0,9,6,3,1,1,0,0,0,0,
Zach Sieler,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,1.0,4,3,1,1,1,0,0,0,0,
Jaelan Phillips,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.5,11,6,5,0,2,0,0,0,0,
Justin Bethel,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.5,4,3,1,0,1,0,0,0,0,
Jevon Holland,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,14,10,4,1,0,0,0,0,0,
DeShon Elliott,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,13,8,5,0,0,0,0,0,0,
Jerome Baker,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,
Xavien Howard,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,1,0.0,6,5,1,0,0,0,0,0,0,
Andrew Van Ginkel,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,
Bradley Chubb,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,4,2,2,1,0,0,0,0,0,
Eli Apple,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Christian Wilkins,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,
Raekwon Davis,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
David Long,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Emmanuel Ogbah,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Duke Riley,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Tua Tagovailoa,MIA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,-9,0,0,
J.C. Jackson,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,1,9,0,9,3,0.0,0,0,0,0,0,0,0,0,0,
Alohi Gilman,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,11,9,2,0,0,0,0,0,0,
Eric Kendricks,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,1,0.0,7,4,3,0,0,0,0,0,0,
Michael Davis,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,2,0.0,6,5,1,0,0,0,0,0,0,
Derwin James,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,2,0.0,6,6,0,1,0,0,0,0,0,
JT Woods,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,
Kenneth Murray,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Khalil Mack,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,
Asante Samuel Jr.,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Tuli Tuipulotu,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,
Joey Bosa,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Nick Williams,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,1,0,1,0,0,0,
Austin Johnson,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,
Sebastian Joseph-Day,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,
Ja'Sir Taylor,LAC,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sdg.htm,2023-09-10,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,
Matthew Stafford,LAR,24,38,334,0,0,0,0,44,91.3,3,11,0,9,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Kyren Williams,LAR,0,0,0,0,0,0,0,0,,15,52,2,9,2,0,2,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Cam Akers,LAR,0,0,0,0,0,0,0,0,,22,29,1,12,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Tutu Atwell,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,119,0,44,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Puka Nacua,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,15,10,119,0,21,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Tyler Higbee,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,49,0,30,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Van Jefferson,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,24,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
