name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff,position
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,25,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Zach Wilson,NYJ,14,21,140,1,1,2,13,24,81.4,4,6,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Aaron Rodgers,NYJ,0,1,0,0,0,1,10,0,39.6,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Breece Hall,NYJ,0,0,0,0,0,0,0,0,,10,127,0,83,2,1,20,0,20,1,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Dalvin Cook,NYJ,0,0,0,0,0,0,0,0,,13,33,0,10,3,3,26,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,1,6,0,6,2,2,12,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Allen Lazard,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,46,0,24,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,34,1,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Tyler Conklin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Randall Cobb,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Matt Milano,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,1,13,0,13,1,0.0,8,3,5,1,1,0,0,0,0,
Leonard Floyd,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,1.5,3,1,2,1,2,0,0,0,0,
Jordan Phillips,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,1.0,3,3,0,1,1,0,0,0,0,
Ed Oliver,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.5,5,3,2,1,3,0,0,0,0,
Terrel Bernard,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,11,4,7,0,0,0,0,0,0,
Jordan Poyer,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,
Micah Hyde,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,
Taylor Rapp,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,
Christian Benford,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,
Tre'Davious White,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,
DaQuan Jones,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,
Shaq Lawson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
A.J. Epenesa,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,
Dane Jackson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Siran Neal,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Gregory Rousseau,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,1,
Tim Settle,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Josh Allen,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,
Jordan Whitehead,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,3,0,0,0,3,0.0,2,1,1,0,0,0,0,0,0,
Quinton Jefferson,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,2.0,3,2,1,2,3,0,0,0,0,
Jermaine Johnson II,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,1.0,5,4,1,2,1,0,0,0,0,
John Franklin-Myers,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,1.0,4,1,3,1,2,0,0,0,0,
Al Woods,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,
D.J. Reed,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,11,10,1,0,0,0,0,0,0,
Quincy Williams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,1,0.0,10,9,1,1,0,0,0,0,0,
C.J. Mosley,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,
Tony Adams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,
Michael Carter II,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,
Quinnen Williams,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,5,2,3,1,1,1,0,0,0,
Sauce Gardner,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Jamien Sherwood,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,
Adrian Amos,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,
Bryce Huff,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,2,0,2,0,1,0,0,0,0,
Micheal Clemons,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,
Will McDonald,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Solomon Thomas,NYJ,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
